,MonthlyCharges,Churn,gender_Female,gender_Male,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
3320,59.1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
3321,25.55,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
3322,84.45,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3323,20.25,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
3324,75.55,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
3325,85.65,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3326,70.15,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
3327,95.3,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
3328,70.25,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3329,50.3,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
3330,97.8,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
3331,19.85,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
3332,46.3,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
3333,19.35,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
3334,106.3,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
3335,25.0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
3336,20.3,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
3337,75.35,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3338,89.4,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
3339,88.0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
3340,83.15,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
3341,43.8,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
3342,62.05,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
3343,20.1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
3344,74.15,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
3345,101.35,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
3346,84.05,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3347,20.9,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
3348,105.9,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
3349,99.5,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
3350,44.15,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
3351,53.9,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
3352,85.45,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
3353,85.05,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
3354,44.1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
3355,90.2,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
3356,50.85,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
3357,59.2,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
3358,53.45,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
3359,19.95,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
3360,83.2,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
3361,74.65,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
3362,54.9,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3363,57.5,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0
3364,103.9,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
3365,19.65,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
3366,93.8,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
3367,89.25,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
3368,94.15,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
3369,55.6,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3370,48.7,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
3371,19.25,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
3372,104.9,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
3373,75.45,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
3374,54.85,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
3375,19.9,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
3376,19.4,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
3377,25.05,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
3378,84.45,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
3379,19.3,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
3380,95.1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3381,79.85,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
3382,25.55,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
3383,75.5,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3384,73.75,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
3385,96.05,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3386,68.4,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
3387,20.65,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
3388,55.15,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
3389,70.6,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
3390,19.95,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
3391,19.0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
3392,44.1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
3393,107.6,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
3394,61.55,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
3395,90.7,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
3396,99.25,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
3397,91.7,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
3398,100.7,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
3399,78.45,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
3400,84.3,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
3401,19.55,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
3402,88.95,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3403,20.45,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0
3404,55.6,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
3405,86.8,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
3406,20.95,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
3407,20.05,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
3408,50.7,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
3409,113.65,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
3410,53.4,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
3411,101.9,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3412,59.5,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
3413,87.8,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0
3414,41.9,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
3415,83.0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
3416,69.85,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
3417,56.3,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
3418,109.55,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
3419,92.15,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1
3420,69.5,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
3421,97.0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
3422,58.35,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0
3423,50.6,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
3424,89.5,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3425,70.4,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
3426,69.8,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3427,94.3,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3428,93.8,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
3429,19.55,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
3430,95.95,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
3431,101.05,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
3432,94.8,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
3433,107.75,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
3434,54.6,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
3435,71.3,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
3436,19.5,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
3437,56.3,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
3438,94.7,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3439,104.15,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
3440,90.55,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
3441,60.8,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
3442,98.8,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
3443,98.15,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
3444,35.35,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
3445,103.15,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
3446,107.75,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
3447,81.4,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
3448,61.45,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0
3449,95.7,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
3450,104.8,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
3451,70.95,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0
3452,44.95,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
3453,97.65,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
3454,35.65,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1
3455,90.55,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3456,85.25,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
3457,19.5,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
3458,88.8,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
3459,25.1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
3460,100.05,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
3461,55.7,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
3462,85.2,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
3463,91.15,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3464,83.85,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
3465,45.9,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3466,25.1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
3467,91.4,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3468,19.7,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
3469,91.5,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3470,51.3,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0
3471,21.1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
3472,104.75,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
3473,106.15,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
3474,85.75,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
3475,20.3,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
3476,100.75,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
3477,74.15,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3478,78.55,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
3479,45.3,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
3480,19.85,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
3481,50.7,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3482,45.0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
3483,77.8,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
3484,83.45,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3485,73.25,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
3486,94.8,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0
3487,20.1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
3488,59.9,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
3489,90.1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
3490,51.05,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
3491,70.95,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
3492,29.2,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
3493,46.6,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
3494,85.35,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
3495,75.35,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3496,74.3,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
3497,69.3,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3498,75.2,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3499,20.9,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
3500,94.3,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
3501,76.45,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1
3502,54.0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
3503,104.25,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
3504,19.95,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
3505,24.95,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3506,84.75,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
3507,19.75,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
3508,113.65,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
3509,44.9,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
3510,75.25,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3511,24.6,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
3512,25.0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
3513,20.95,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
3514,110.6,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
3515,55.5,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
3516,43.3,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3517,109.5,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
3518,19.45,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
3519,84.85,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3520,19.6,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
3521,53.45,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
3522,19.8,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
3523,112.1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
3524,84.8,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
3525,95.05,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
3526,50.35,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
3527,74.6,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
3528,19.7,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
3529,74.2,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
3530,69.0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
3531,19.35,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
3532,59.45,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
3533,19.8,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
3534,105.2,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
3535,109.2,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
3536,79.15,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
3537,53.65,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
3538,100.2,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
3539,45.15,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
3540,108.65,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0
3541,40.65,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
3542,55.35,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
3543,105.6,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
3544,93.8,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
3545,95.7,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3546,83.2,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
3547,90.05,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
3548,97.65,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
3549,68.05,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0
3550,96.2,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3551,79.6,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
3552,102.1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
3553,23.4,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
3554,71.05,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
3555,85.25,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3556,19.45,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
3557,59.45,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0
3558,92.2,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
3559,19.85,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
3560,43.9,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
3561,80.5,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3562,89.8,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3563,90.5,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
3564,90.45,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
3565,50.75,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3566,84.6,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
3567,89.65,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0
3568,99.15,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
3569,19.95,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
3570,20.5,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
3571,62.1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
3572,79.5,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3573,19.55,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
3574,20.35,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
3575,51.7,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3576,23.3,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
3577,65.4,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
3578,65.1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
3579,81.2,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
3580,72.9,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1
3581,74.5,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
3582,80.5,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3583,60.3,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
3584,75.0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
3585,90.15,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
3586,40.0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
3587,99.45,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
3588,69.05,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
3589,59.7,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
3590,19.85,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
3591,86.25,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3592,45.65,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3593,70.1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
3594,40.75,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3595,70.2,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
3596,55.35,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3597,95.7,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
3598,46.3,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3599,81.3,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1
3600,84.2,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
3601,20.0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0
3602,66.15,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0
3603,45.85,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
3604,19.6,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
3605,49.8,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
3606,101.75,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
3607,55.15,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
3608,75.25,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3609,103.95,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
3610,100.15,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
3611,99.65,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
3612,73.7,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
